@relation raw_sales

@attribute datesold date dd-MM-yyyy
@attribute postcode numeric
@attribute price numeric
@attribute propertyType {house,unit}
@attribute bedrooms numeric

@data
11-07-2013,2906,365000,house,3
12-07-2013,2606,425000,house,2
13-07-2013,2906,435000,house,3
15-07-2013,2905,395000,house,2
16-07-2013,2906,452500,house,3
17-07-2013,2913,362500,house,3
18-07-2013,2913,509950,house,4
19-07-2013,2913,350000,house,3
20-07-2013,2607,747000,house,4
22-07-2013,2615,365000,house,3
23-07-2013,2913,420000,house,3
24-07-2013,2906,385000,house,3
25-07-2013,2906,547000,house,4
26-07-2013,2902,399000,house,3
27-07-2013,2913,442000,house,3
29-07-2013,2906,425000,house,3
30-07-2013,2906,350000,house,3
31-07-2013,2913,410000,house,3
01-08-2013,2906,490000,house,4
02-08-2013,2606,382000,house,2
03-08-2013,2614,514000,house,3
05-08-2013,2615,495000,house,5
06-08-2013,2600,84000,house,3
07-08-2013,2605,69000,house,3
08-08-2013,2615,351000,house,2
09-08-2013,2615,395000,house,3
10-08-2013,2617,472500,house,4
12-08-2013,2903,365000,house,3
13-08-2013,2913,380000,house,3
14-08-2013,2905,435000,house,3
15-08-2013,2617,488000,house,3
16-08-2013,2902,410000,house,3
17-08-2013,2905,410000,house,3
19-08-2013,2615,390000,house,3
20-08-2013,2902,405000,house,3
21-08-2013,2906,385000,house,3
22-08-2013,2615,367500,house,3
23-08-2013,2914,390000,house,2
24-08-2013,2905,449000,house,3
26-08-2013,2905,365000,house,2
27-08-2013,2906,350000,house,3
28-08-2013,2615,371000,house,3
29-08-2013,2617,472000,house,3
30-08-2013,2905,340000,house,3
31-08-2013,2902,412500,house,3
01-09-2013,2913,595000,house,4
02-09-2013,2617,475000,house,3
03-09-2013,2905,374000,house,3
04-09-2013,2615,295000,house,1
05-09-2013,2615,500000,house,4
06-09-2013,2615,370000,house,3
07-09-2013,2903,505000,house,4
09-09-2013,2902,512500,house,4
10-09-2013,2913,340000,house,3
11-09-2013,2902,475000,house,3
12-09-2013,2900,367000,house,1
13-09-2013,2605,810000,house,4
14-09-2013,2902,405000,house,3
16-09-2013,2615,410000,house,4
17-09-2013,2615,382500,house,3
18-09-2013,2615,370000,house,3
19-09-2013,2905,375000,house,3
20-09-2013,2615,430000,house,3
21-09-2013,2604,415000,house,3
23-09-2013,2911,425000,house,2
24-09-2013,2913,425000,house,3
25-09-2013,2615,420000,house,3
26-09-2013,2615,259950,house,1
27-09-2013,2615,400000,house,3
28-09-2013,2905,423000,house,3
30-09-2013,2602,1120000,house,4
01-10-2013,2615,402000,house,3
02-10-2013,2615,504500,house,3
03-10-2013,2615,450000,house,3
04-10-2013,2611,426000,house,3
07-10-2013,2615,390000,house,3
08-10-2013,2906,400000,house,3
09-10-2013,2913,473000,house,4
10-10-2013,2617,375000,house,2
11-10-2013,2913,370000,house,3
12-10-2013,2905,465000,house,3
14-10-2013,2617,490000,house,3
15-10-2013,2615,410000,house,3
16-10-2013,2611,404000,house,3
17-10-2013,2615,386000,house,3
18-10-2013,2914,520000,house,4
19-10-2013,2615,375000,house,3
21-10-2013,2906,398000,house,3
22-10-2013,2914,322000,house,2
23-10-2013,2905,385000,house,3
24-10-2013,2615,372000,house,3
25-10-2013,2914,415000,house,3
26-10-2013,2615,452500,house,3
28-10-2013,2902,395000,house,3
29-10-2013,2905,495000,house,3
30-10-2013,2615,442000,house,3
31-10-2013,2615,413000,house,3
01-11-2013,2913,430000,house,3
02-11-2013,2611,435000,house,3
04-11-2013,2615,465000,house,3
05-11-2013,2615,393000,house,3
06-11-2013,2905,405000,house,3
07-11-2013,2615,385000,house,3
08-11-2013,2906,353000,house,3
09-11-2013,2602,541000,house,4
10-11-2013,2614,500000,house,3
11-11-2013,2913,342000,house,3
12-11-2013,2615,460000,house,4
13-11-2013,2913,370000,house,3
14-11-2013,2905,435000,house,3
15-11-2013,2606,328200,house,2
16-11-2013,2615,375000,house,4
18-11-2013,2615,375000,house,2
19-11-2013,2614,330000,house,2
20-11-2013,2902,505000,house,4
21-11-2013,2611,404000,house,3
22-11-2013,2615,339000,house,2
23-11-2013,2902,420000,house,3
25-11-2013,2913,387500,house,3
26-11-2013,2914,377500,house,2
27-11-2013,2609,175000,house,2
28-11-2013,2906,362000,house,3
29-11-2013,2617,347000,house,2
30-11-2013,2602,530000,house,3
02-12-2013,2906,495000,house,3
03-12-2013,2914,470000,house,3
04-12-2013,2913,480000,house,3
05-12-2013,2913,435000,house,3
06-12-2013,2913,380000,house,3
07-12-2013,2906,385000,house,3
08-12-2013,2913,457500,house,3
09-12-2013,2913,372000,house,3
10-12-2013,2615,500000,house,4
11-12-2013,2615,380000,house,3
12-12-2013,2615,480000,house,3
13-12-2013,2913,367500,house,3
14-12-2013,2904,690000,house,4
16-12-2013,2615,382500,house,3
17-12-2013,2615,465000,house,3
18-12-2013,2615,395000,house,3
19-12-2013,2906,495000,house,4
20-12-2013,2615,291500,house,2
21-12-2013,2914,648000,house,4
23-12-2013,2905,385000,house,2
24-12-2013,2903,410000,house,3
06-01-2014,2615,406000,house,3
07-01-2014,2615,382000,house,3
08-01-2014,2611,502000,house,4
09-01-2014,2617,457000,house,3
10-01-2014,2914,760000,house,4
13-01-2014,2913,415000,house,3
14-01-2014,2617,439995,house,3
15-01-2014,2905,387000,house,3
16-01-2014,2615,475000,house,3
17-01-2014,2607,530000,house,3
20-01-2014,2914,405000,house,3
21-01-2014,2617,458000,house,3
22-01-2014,2905,336000,house,3
23-01-2014,2913,425000,house,3
24-01-2014,2911,338000,house,4
25-01-2014,2615,495000,house,4
28-01-2014,2614,465000,house,3
29-01-2014,2913,387000,house,3
30-01-2014,2913,335000,house,3
31-01-2014,2902,403000,house,3
01-02-2014,2607,457500,house,3
03-02-2014,2615,399999,house,3
04-02-2014,2617,390000,house,3
05-02-2014,2913,350000,house,3
06-02-2014,2905,415000,house,3
07-02-2014,2902,435000,house,3
08-02-2014,2617,500000,house,3
10-02-2014,2913,355000,house,3
11-02-2014,2905,408000,house,3
12-02-2014,2913,378000,house,3
13-02-2014,2905,375000,house,3
14-02-2014,2615,381700,house,3
15-02-2014,2615,420000,house,3
17-02-2014,2617,543000,house,3
18-02-2014,2902,420000,house,3
19-02-2014,2609,172500,house,2
20-02-2014,2617,398500,house,3
21-02-2014,2617,420000,house,3
22-02-2014,2614,431000,house,3
24-02-2014,2615,315000,house,3
25-02-2014,2913,345000,house,3
26-02-2014,2615,339500,house,3
27-02-2014,2900,343000,house,1
28-02-2014,2615,481000,house,3
01-03-2014,2905,395000,house,3
03-03-2014,2913,299950,house,3
04-03-2014,2902,425000,house,3
05-03-2014,2615,382500,house,2
06-03-2014,2615,357000,house,3
07-03-2014,2609,85000,house,1
08-03-2014,2615,343000,house,3
10-03-2014,2614,232000,house,1
11-03-2014,2913,470000,house,4
12-03-2014,2615,410000,house,2
13-03-2014,2611,365000,house,3
14-03-2014,2905,470000,house,4
15-03-2014,2615,369000,house,3
17-03-2014,2906,375000,house,3
18-03-2014,2905,366000,house,3
19-03-2014,2615,445000,house,3
20-03-2014,2904,475000,house,3
21-03-2014,2615,373000,house,3
22-03-2014,2614,430000,house,3
23-03-2014,2615,440000,house,3
24-03-2014,2905,330000,house,2
25-03-2014,2906,382500,house,3
26-03-2014,2615,295000,house,3
27-03-2014,2903,400000,house,3
28-03-2014,2903,350000,house,3
29-03-2014,2607,555000,house,3
31-03-2014,2905,370000,house,3
01-04-2014,2615,350000,house,3
02-04-2014,2615,370000,house,2
03-04-2014,2913,355000,house,2
04-04-2014,2902,420000,house,3
05-04-2014,2905,390000,house,3
06-04-2014,2914,642000,house,4
07-04-2014,2905,390000,house,3
08-04-2014,2913,340000,house,3
09-04-2014,2913,372500,house,3
10-04-2014,2913,364000,house,3
11-04-2014,2906,385000,house,3
12-04-2014,2615,446000,house,3
14-04-2014,2914,255000,house,3
15-04-2014,2617,280000,house,2
16-04-2014,2906,368000,house,3
17-04-2014,2912,438000,house,3
18-04-2014,2614,720100,house,3
22-04-2014,2906,375000,house,3
23-04-2014,2615,410000,house,3
24-04-2014,2902,360000,house,3
26-04-2014,2607,562000,house,4
28-04-2014,2906,390000,house,3
29-04-2014,2615,419950,house,3
30-04-2014,2611,475000,house,3
01-05-2014,2911,397000,house,2
02-05-2014,2902,413000,house,3
03-05-2014,2913,540000,house,4
05-05-2014,2615,382000,house,3
06-05-2014,2615,410000,house,3
07-05-2014,2615,410000,house,3
08-05-2014,2913,395000,house,3
09-05-2014,2906,340000,house,2
10-05-2014,2605,676000,house,4
12-05-2014,2611,465000,house,4
13-05-2014,2913,405000,house,3
14-05-2014,2607,490000,house,3
15-05-2014,2615,400000,house,3
16-05-2014,2615,439000,house,3
17-05-2014,2614,502000,house,4
19-05-2014,2906,431150,house,3
20-05-2014,2605,425000,house,2
21-05-2014,2905,334000,house,3
22-05-2014,2906,455000,house,3
23-05-2014,2906,372000,house,3
24-05-2014,2906,512500,house,4
26-05-2014,2905,383000,house,3
27-05-2014,2914,455000,house,3
28-05-2014,2905,401000,house,3
29-05-2014,2902,314500,house,2
30-05-2014,2914,512500,house,4
31-05-2014,2913,546000,house,4
02-06-2014,2905,330000,house,3
03-06-2014,2914,427250,house,3
04-06-2014,2906,380000,house,3
05-06-2014,2615,410000,house,3
06-06-2014,2902,430000,house,4
07-06-2014,2913,532000,house,4
09-06-2014,2615,405000,house,3
10-06-2014,2905,391000,house,3
11-06-2014,2615,393000,house,3
12-06-2014,2906,360000,house,3
13-06-2014,2615,360000,house,3
14-06-2014,2913,452500,house,3
16-06-2014,2902,360000,house,2
17-06-2014,2617,330000,house,2
18-06-2014,2611,383000,house,2
19-06-2014,2615,402500,house,3
20-06-2014,2614,286500,house,3
21-06-2014,2615,480000,house,4
22-06-2014,2602,1100000,house,4
23-06-2014,2905,348000,house,3
24-06-2014,2615,481000,house,4
25-06-2014,2914,399000,house,3
26-06-2014,2913,360000,house,2
27-06-2014,2602,515000,house,2
28-06-2014,2615,355000,house,3
29-06-2014,2914,510000,house,4
30-06-2014,2615,375000,house,3
01-07-2014,2903,392000,house,3
02-07-2014,2615,396000,house,3
03-07-2014,2617,438000,house,3
04-07-2014,2905,465000,house,4
05-07-2014,2913,440000,house,3
07-07-2014,2905,407000,house,2
08-07-2014,2612,411000,house,2
09-07-2014,2615,510000,house,4
10-07-2014,2906,385000,house,3
11-07-2014,2615,320000,house,3
12-07-2014,2905,445000,house,3
14-07-2014,2906,370000,house,3
15-07-2014,2602,410000,house,3
16-07-2014,2617,367500,house,3
17-07-2014,2617,442500,house,3
18-07-2014,2906,349950,house,3
19-07-2014,2611,387500,house,4
21-07-2014,2615,395000,house,3
22-07-2014,2913,419000,house,3
23-07-2014,2906,372000,house,3
24-07-2014,2615,425000,house,4
25-07-2014,2615,367000,house,3
26-07-2014,2905,550000,house,4
28-07-2014,2615,341000,house,3
29-07-2014,2615,513000,house,4
30-07-2014,2617,355000,house,3
31-07-2014,2617,390000,house,3
01-08-2014,2913,357500,house,3
02-08-2014,2602,670000,house,4
04-08-2014,2902,467500,house,4
05-08-2014,2615,510500,house,4
06-08-2014,2615,428000,house,4
07-08-2014,2602,405000,house,3
08-08-2014,2903,499950,house,4
09-08-2014,2906,412000,house,3
11-08-2014,2902,416000,house,3
12-08-2014,2902,360000,house,3
13-08-2014,2903,351000,house,3
14-08-2014,2913,370000,house,3
15-08-2014,2614,215000,house,2
16-08-2014,2611,380000,house,4
18-08-2014,2615,362500,house,2
19-08-2014,2615,345000,house,2
20-08-2014,2615,423000,house,3
21-08-2014,2914,360000,house,3
22-08-2014,2913,426000,house,3
23-08-2014,2914,470000,house,3
25-08-2014,2614,239000,house,2
26-08-2014,2906,339000,house,3
27-08-2014,2611,440000,house,2
28-08-2014,2903,360000,house,3
29-08-2014,2614,460000,house,3
30-08-2014,2615,375000,house,3
01-09-2014,2906,380000,house,3
02-09-2014,2905,365000,house,3
03-09-2014,2913,409000,house,3
04-09-2014,2615,395500,house,3
05-09-2014,2905,460000,house,4
06-09-2014,2615,362000,house,3
08-09-2014,2905,390000,house,3
09-09-2014,2615,460000,house,4
10-09-2014,2615,405000,house,4
11-09-2014,2905,455100,house,3
12-09-2014,2615,350000,house,3
13-09-2014,2615,596000,house,4
15-09-2014,2905,429000,house,4
16-09-2014,2903,360000,house,2
17-09-2014,2615,405000,house,3
18-09-2014,2913,385000,house,3
19-09-2014,2605,272500,house,1
20-09-2014,2614,415000,house,4
22-09-2014,2611,297000,house,2
23-09-2014,2615,358000,house,3
24-09-2014,2905,407500,house,3
25-09-2014,2905,360000,house,3
26-09-2014,2905,357000,house,3
27-09-2014,2914,498000,house,4
28-09-2014,2605,844000,house,4
30-09-2014,2914,355000,house,4
01-10-2014,2615,400000,house,3
02-10-2014,2913,305000,house,3
03-10-2014,2611,385000,house,2
04-10-2014,2615,460000,house,4
07-10-2014,2902,460125,house,3
08-10-2014,2906,345000,house,3
09-10-2014,2906,380000,house,3
10-10-2014,2913,410000,house,4
11-10-2014,2615,480000,house,4
13-10-2014,2902,390000,house,3
14-10-2014,2615,410000,house,4
15-10-2014,2906,374000,house,3
16-10-2014,2914,350000,house,2
17-10-2014,2905,350000,house,3
18-10-2014,2902,425000,house,3
20-10-2014,2615,340000,house,3
21-10-2014,2906,430000,house,3
22-10-2014,2615,430000,house,3
23-10-2014,2615,337000,house,3
24-10-2014,2913,360000,house,3
25-10-2014,2611,512500,house,3
26-10-2014,2614,725000,house,4
27-10-2014,2913,373000,house,3
28-10-2014,2904,425000,house,2
29-10-2014,2906,393000,house,3
30-10-2014,2906,369000,house,3
31-10-2014,2906,350000,house,3
01-11-2014,2615,531000,house,3
03-11-2014,2905,387000,house,4
04-11-2014,2905,435000,house,3
05-11-2014,2615,380000,house,3
06-11-2014,2906,315000,house,3
07-11-2014,2615,375000,house,3
08-11-2014,2615,455000,house,3
09-11-2014,2615,306500,house,3
10-11-2014,2902,325000,house,4
11-11-2014,2903,419000,house,3
12-11-2014,2602,560000,house,3
13-11-2014,2615,336000,house,3
14-11-2014,2903,460000,house,3
15-11-2014,2617,420000,house,3
16-11-2014,2605,610000,house,3
17-11-2014,2906,386000,house,3
18-11-2014,2615,448000,house,3
19-11-2014,2914,380000,house,3
20-11-2014,2906,340000,house,3
21-11-2014,2906,365000,house,3
22-11-2014,2617,436000,house,3
24-11-2014,2615,340000,house,3
25-11-2014,2615,316500,house,2
26-11-2014,2913,390000,house,3
27-11-2014,2905,315000,house,2
28-11-2014,2615,380000,house,3
29-11-2014,2905,410000,house,3
30-11-2014,2607,800000,house,4
01-12-2014,2615,405000,house,3
02-12-2014,2905,415000,house,3
03-12-2014,2615,375000,house,3
04-12-2014,2906,340000,house,3
05-12-2014,2905,398000,house,3
06-12-2014,2905,385000,house,3
08-12-2014,2904,455000,house,3
09-12-2014,2615,475000,house,4
10-12-2014,2913,349000,house,2
11-12-2014,2914,387500,house,3
12-12-2014,2615,435000,house,3
13-12-2014,2615,411000,house,4
15-12-2014,2615,401050,house,4
16-12-2014,2914,380000,house,3
17-12-2014,2903,430000,house,3
18-12-2014,2615,411000,house,3
19-12-2014,2914,315000,house,3
20-12-2014,2904,647000,house,4
22-12-2014,2906,355000,house,3
23-12-2014,2914,450000,house,3
24-12-2014,2615,420000,house,3
30-12-2014,2611,520000,house,4
05-01-2015,2902,375000,house,3
06-01-2015,2904,580000,house,4
07-01-2015,2611,445000,house,2
08-01-2015,2615,358000,house,3
09-01-2015,2615,390000,house,3
12-01-2015,2602,607000,house,3
13-01-2015,2906,353000,house,3
14-01-2015,2905,460000,house,3
15-01-2015,2913,545000,house,4
16-01-2015,2615,380000,house,3
17-01-2015,2904,440000,house,4
19-01-2015,2906,400000,house,3
20-01-2015,2614,480000,house,4
21-01-2015,2905,447000,house,3
22-01-2015,2914,640000,house,4
23-01-2015,2913,422500,house,4
26-01-2015,2906,400000,house,3
27-01-2015,2914,399000,house,2
28-01-2015,2614,377000,house,3
29-01-2015,2617,380000,house,3
30-01-2015,2902,359000,house,3
31-01-2015,2611,520000,house,3
02-02-2015,2906,420000,house,3
03-02-2015,2615,435500,house,4
04-02-2015,2617,347000,house,2
05-02-2015,2914,360000,house,3
06-02-2015,2615,400000,house,3
07-02-2015,2611,540000,house,3
08-02-2015,2605,600000,house,4
09-02-2015,2913,446600,house,3
10-02-2015,2906,340000,house,3
11-02-2015,2905,391000,house,3
12-02-2015,2913,460000,house,3
13-02-2015,2913,378500,house,3
14-02-2015,2615,380000,house,3
16-02-2015,2611,395000,house,2
17-02-2015,2914,350000,house,4
18-02-2015,2905,440000,house,3
19-02-2015,2902,402500,house,3
20-02-2015,2617,387500,house,2
21-02-2015,2615,441000,house,3
23-02-2015,2906,405000,house,3
24-02-2015,2615,407000,house,3
25-02-2015,2913,377500,house,3
26-02-2015,2914,360000,house,5
27-02-2015,2905,291000,house,3
28-02-2015,2903,408000,house,4
01-03-2015,2611,560000,house,3
02-03-2015,2615,430000,house,3
03-03-2015,2606,270000,house,1
04-03-2015,2615,410000,house,3
05-03-2015,2905,395000,house,3
06-03-2015,2906,425000,house,3
07-03-2015,2615,560000,house,3
09-03-2015,2906,435000,house,3
10-03-2015,2903,412000,house,2
11-03-2015,2615,438000,house,3
12-03-2015,2905,375000,house,3
13-03-2015,2615,382000,house,3
14-03-2015,2903,421000,house,3
16-03-2015,2615,370000,house,3
17-03-2015,2905,401000,house,3
18-03-2015,2615,408000,house,3
19-03-2015,2914,455000,house,3
20-03-2015,2902,415000,house,3
21-03-2015,2615,492500,house,4
23-03-2015,2902,339000,house,2
24-03-2015,2902,428000,house,4
25-03-2015,2905,355000,house,3
26-03-2015,2602,341000,house,1
27-03-2015,2611,505000,house,4
28-03-2015,2913,360000,house,3
29-03-2015,2617,491500,house,3
30-03-2015,2914,418000,house,3
31-03-2015,2615,285000,house,3
01-04-2015,2602,462500,house,3
02-04-2015,2615,361000,house,3
03-04-2015,2603,700000,house,3
07-04-2015,2615,351500,house,3
08-04-2015,2905,461000,house,3
09-04-2015,2903,600000,house,5
10-04-2015,2914,410150,house,3
11-04-2015,2617,492000,house,3
13-04-2015,2913,438000,house,4
14-04-2015,2903,460000,house,4
15-04-2015,2615,385000,house,3
16-04-2015,2615,350000,house,3
17-04-2015,2913,355500,house,2
18-04-2015,2611,414000,house,2
20-04-2015,2913,385000,house,3
21-04-2015,2905,410000,house,3
22-04-2015,2913,410000,house,2
23-04-2015,2617,347000,house,3
24-04-2015,2611,56500,house,4
25-04-2015,2615,460000,house,3
26-04-2015,2615,440000,house,3
27-04-2015,2615,330000,house,3
28-04-2015,2615,360000,house,3
29-04-2015,2906,352500,house,3
30-04-2015,2914,399000,house,3
01-05-2015,2914,390000,house,3
02-05-2015,2615,425000,house,3
03-05-2015,2607,585000,house,3
04-05-2015,2615,460000,house,3
05-05-2015,2615,370000,house,3
06-05-2015,2615,380000,house,3
07-05-2015,2611,440000,house,3
08-05-2015,2615,410000,house,3
09-05-2015,2615,422000,house,4
11-05-2015,2913,387000,house,3
12-05-2015,2617,381000,house,3
13-05-2015,2615,463000,house,3
14-05-2015,2905,392000,house,3
15-05-2015,2905,457500,house,3
16-05-2015,2904,460000,house,3
18-05-2015,2614,380000,house,3
19-05-2015,2914,495000,house,3
20-05-2015,2602,485000,house,3
21-05-2015,2614,450000,house,3
22-05-2015,2615,440000,house,4
23-05-2015,2905,365000,house,3
24-05-2015,2615,510000,house,4
25-05-2015,2615,375000,house,3
26-05-2015,2904,450000,house,3
27-05-2015,2615,460000,house,3
28-05-2015,2902,300500,house,2
29-05-2015,2906,342500,house,3
30-05-2015,2615,440000,house,4
01-06-2015,2615,385000,house,3
02-06-2015,2615,379000,house,3
03-06-2015,2902,418000,house,3
04-06-2015,2905,405000,house,3
05-06-2015,2902,440000,house,3
06-06-2015,2602,377000,house,2
07-06-2015,2902,975000,house,5
08-06-2015,2905,490000,house,4
09-06-2015,2615,272000,house,3
10-06-2015,2906,379550,house,3
11-06-2015,2902,445000,house,3
12-06-2015,2615,446000,house,3
13-06-2015,2905,375000,house,3
15-06-2015,2906,410000,house,3
16-06-2015,2902,460000,house,4
17-06-2015,2905,399000,house,3
18-06-2015,2615,411500,house,2
19-06-2015,2906,376000,house,3
20-06-2015,2614,440000,house,3
21-06-2015,2617,582550,house,4
22-06-2015,2905,505000,house,3
23-06-2015,2615,467000,house,3
24-06-2015,2913,420000,house,3
25-06-2015,2905,375000,house,3
26-06-2015,2615,349000,house,3
27-06-2015,2615,446000,house,3
29-06-2015,2914,460000,house,3
30-06-2015,2615,305500,house,3
01-07-2015,2615,310000,house,2
02-07-2015,2905,483000,house,4
03-07-2015,2905,395000,house,3
04-07-2015,2913,453000,house,3
05-07-2015,2611,560000,house,4
06-07-2015,2615,328000,house,3
07-07-2015,2913,325000,house,3
08-07-2015,2905,415000,house,3
09-07-2015,2611,529000,house,4
10-07-2015,2905,435000,house,3
11-07-2015,2902,461000,house,4
13-07-2015,2905,435000,house,3
14-07-2015,2906,365000,house,3
15-07-2015,2617,375000,house,2
17-07-2015,2906,375000,house,3
18-07-2015,2914,405000,house,3
20-07-2015,2902,463000,house,3
21-07-2015,2612,392000,house,2
22-07-2015,2905,395000,house,3
23-07-2015,2913,405500,house,3
24-07-2015,2602,382500,house,2
25-07-2015,2903,420000,house,3
27-07-2015,2913,350000,house,3
28-07-2015,2914,415000,house,3
29-07-2015,2905,396000,house,3
30-07-2015,2615,395000,house,3
31-07-2015,2606,215000,house,2
01-08-2015,2617,457000,house,3
03-08-2015,2905,382000,house,3
04-08-2015,2913,378500,house,3
05-08-2015,2906,365000,house,3
06-08-2015,2615,447500,house,3
07-08-2015,2913,333000,house,2
08-08-2015,2617,495000,house,4
09-08-2015,2600,620000,house,2
10-08-2015,2906,429950,house,3
11-08-2015,2913,422500,house,3
12-08-2015,2615,350000,house,3
13-08-2015,2602,215000,house,1
14-08-2015,2617,418000,house,3
15-08-2015,2615,340000,house,3
16-08-2015,2906,830000,house,4
17-08-2015,2615,335000,house,3
18-08-2015,2905,292000,house,2
19-08-2015,2913,378000,house,3
20-08-2015,2913,363000,house,3
21-08-2015,2914,310000,house,3
22-08-2015,2902,520000,house,4
24-08-2015,2615,455000,house,3
25-08-2015,2611,365000,house,4
26-08-2015,2913,340000,house,3
27-08-2015,2905,485000,house,3
28-08-2015,2905,352000,house,3
29-08-2015,2615,487000,house,3
31-08-2015,2913,343000,house,3
01-09-2015,2906,415000,house,3
02-09-2015,2906,330000,house,3
03-09-2015,2617,465000,house,3
04-09-2015,2617,385000,house,2
05-09-2015,2913,421000,house,3
06-09-2015,2605,1312000,house,4
07-09-2015,2615,368000,house,3
08-09-2015,2617,435000,house,4
09-09-2015,2615,349000,house,2
10-09-2015,2906,364000,house,3
11-09-2015,2615,412100,house,3
12-09-2015,2611,510000,house,3
13-09-2015,2913,675500,house,4
14-09-2015,2913,345000,house,3
15-09-2015,2913,380000,house,3
16-09-2015,2615,377500,house,3
17-09-2015,2615,430000,house,3
18-09-2015,2913,317500,house,2
19-09-2015,2903,434000,house,3
21-09-2015,2905,363000,house,3
22-09-2015,2905,405000,house,3
23-09-2015,2905,445000,house,3
24-09-2015,2904,412000,house,3
25-09-2015,2607,210000,house,1
26-09-2015,2902,406000,house,3
27-09-2015,2604,1052500,house,4
29-09-2015,2906,368000,house,3
30-09-2015,2906,400000,house,3
01-10-2015,2615,357000,house,2
02-10-2015,2902,400000,house,3
03-10-2015,2913,540000,house,3
06-10-2015,2914,290000,house,4
07-10-2015,2906,425000,house,3
08-10-2015,2615,435500,house,3
09-10-2015,2914,450000,house,3
10-10-2015,2615,410000,house,2
11-10-2015,2914,1180000,house,4
12-10-2015,2615,435000,house,3
13-10-2015,2615,387000,house,3
14-10-2015,2905,416000,house,3
15-10-2015,2906,448000,house,3
16-10-2015,2606,336000,house,2
17-10-2015,2615,475000,house,3
18-10-2015,2913,520000,house,3
19-10-2015,2902,380000,house,3
20-10-2015,2603,390000,house,2
21-10-2015,2615,320000,house,3
22-10-2015,2609,93000,house,1
23-10-2015,2906,330000,house,3
24-10-2015,2615,350000,house,3
26-10-2015,2913,482500,house,3
27-10-2015,2615,385000,house,3
28-10-2015,2905,435000,house,3
29-10-2015,2913,323000,house,2
30-10-2015,2905,350000,house,2
31-10-2015,2913,456000,house,3
01-11-2015,2903,480000,house,3
02-11-2015,2914,395000,house,3
03-11-2015,2914,620000,house,4
04-11-2015,2615,462500,house,3
05-11-2015,2903,330000,house,3
06-11-2015,2906,357500,house,3
07-11-2015,2903,375000,house,4
08-11-2015,2914,765000,house,5
09-11-2015,2913,392500,house,2
10-11-2015,2611,210000,house,1
11-11-2015,2906,390000,house,3
12-11-2015,2615,345000,house,3
13-11-2015,2615,410000,house,3
14-11-2015,2903,414000,house,3
16-11-2015,2913,355000,house,3
17-11-2015,2615,530000,house,4
18-11-2015,2606,376000,house,2
19-11-2015,2611,354000,house,2
20-11-2015,2905,402500,house,3
21-11-2015,2615,425000,house,3
22-11-2015,2615,451000,house,3
23-11-2015,2913,390500,house,3
24-11-2015,2615,400000,house,3
25-11-2015,2913,395000,house,3
26-11-2015,2615,415000,house,4
27-11-2015,2913,365000,house,3
28-11-2015,2615,460000,house,3
30-11-2015,2905,350000,house,3
01-12-2015,2913,370000,house,3
02-12-2015,2614,377000,house,2
03-12-2015,2615,371500,house,3
04-12-2015,2913,365000,house,3
05-12-2015,2615,485000,house,3
07-12-2015,2615,410000,house,3
08-12-2015,2905,417500,house,3
09-12-2015,2615,355000,house,3
10-12-2015,2617,315000,house,2
11-12-2015,2905,430000,house,3
12-12-2015,2902,432000,house,4
13-12-2015,2611,1300000,house,4
14-12-2015,2905,470000,house,3
15-12-2015,2614,488000,house,3
16-12-2015,2913,380000,house,3
17-12-2015,2615,379000,house,3
18-12-2015,2615,430000,house,3
19-12-2015,2914,410250,house,3
21-12-2015,2615,328000,house,2
22-12-2015,2914,361180,house,4
23-12-2015,2913,330000,house,3
24-12-2015,2914,341000,house,4
02-01-2016,2905,437000,house,3
05-01-2016,2902,577000,house,3
07-01-2016,2611,591000,house,3
08-01-2016,2914,610000,house,3
10-01-2016,2600,929000,house,3
11-01-2016,2906,470000,house,3
12-01-2016,2903,390000,house,3
13-01-2016,2606,215000,house,1
14-01-2016,2906,355500,house,3
15-01-2016,2913,355000,house,3
18-01-2016,2611,458000,house,2
19-01-2016,2902,520000,house,4
20-01-2016,2602,397500,house,2
21-01-2016,2914,350000,house,3
22-01-2016,2615,390000,house,3
23-01-2016,2904,541000,house,2
25-01-2016,2905,345000,house,3
26-01-2016,2903,520000,house,3
27-01-2016,2914,345000,house,4
28-01-2016,2906,380000,house,3
29-01-2016,2615,424000,house,3
30-01-2016,2913,440000,house,3
31-01-2016,2912,685000,house,4
01-02-2016,2913,367000,house,3
02-02-2016,2614,365000,house,2
03-02-2016,2614,420000,house,2
04-02-2016,2607,385000,house,2
05-02-2016,2905,338000,house,3
06-02-2016,2615,339000,house,3
08-02-2016,2906,370000,house,3
09-02-2016,2902,393000,house,3
10-02-2016,2615,410000,house,3
11-02-2016,2615,398000,house,3
12-02-2016,2905,390000,house,3
13-02-2016,2604,475000,house,2
15-02-2016,2604,410000,house,2
16-02-2016,2913,375000,house,2
17-02-2016,2604,380000,house,1
18-02-2016,2905,420000,house,3
19-02-2016,2913,510000,house,3
20-02-2016,2905,470000,house,3
21-02-2016,2617,761000,house,4
22-02-2016,2905,365000,house,3
23-02-2016,2902,350000,house,3
24-02-2016,2902,353000,house,3
25-02-2016,2906,430000,house,3
26-02-2016,2913,415000,house,3
27-02-2016,2615,440000,house,3
29-02-2016,2615,390000,house,3
01-03-2016,2905,410000,house,3
02-03-2016,2612,386000,house,1
